og_representation,mapping
कन्नन,Kannan
कन्नौजिया,Kannaujiya
कन्स,kansh
कंन्स,kans
कन्सट्रकशन,construction
कन्सट्रक्शन,Construction
कन्सट्रक्शन,Construction
कन्सट्रक्शन,construction
कंन्सट्रक्शन,construction
कन्सल्टंट,consultant
कन्स्ट,const.
कंन्स्ट,construction
कन्स्टक्शन,construction
कन्स्टशन,construction
कन्स्ट्र,construction
कन्स्ट्र,construction
कंन्स्ट्र,Construction
कंन्स्ट्र,Construction
कन्स्ट्र.तर्फे,construction
कन्स्ट्रकशन,construction
कंन्स्ट्रकशन,construction
कन्स्ट्रकशन्स,construction
कन्स्ट्रक्शन,Construction
कन्स्ट्रक्शन,Construction
कन्स्ट्रक्शन,Construction
कन्स्ट्रक्शन,Construction
कंन्स्ट्रक्शन,Construction
कंन्स्ट्रक्शन,Construction
कंन्स्ट्रक्शन,construction
कन्स्ट्रक्शनचे,construction
कंन्स्ट्रक्शनचे,Of construction
कन्स्ट्रक्शनस,construction
कन्स्ट्रक्शनस्,cinstruction
कन्स्ट्रक्शन्स,Construction
कन्स्ट्रक्शन्स,Construction
कन्स्ट्रक्शन्स,Construction
कन्स्ट्रक्शन्स,Constructions
कंन्स्ट्रक्शन्स,construction
कन्हैया,kanheya
कन्हैयालाल,kanhaiya lal
कन्हैयालाल,kanhayalal
कन्हैय्यालाल,khanyalal
कंपनी,Comapany
कंपनी,Comapany
कंपनी,Company
कंपनी,Company
कंपनीचे,Of the company
कंपनीतर्फे,by company
कपसे,Kapse
कपाडिया,kapadia
कपाडिया,Kapadiya
कपाड़िया,Kapadia
कपाडीया,Kapadiya
कपाशी,kapashi
कपासी,kapasi
कपिल,kapil
कपिल,Kapil
कपिल,Kapil
कपिल,kapil
कपिलमोहनजाधव,kapil mohan jadhav
कपिला,kapila
कपील,kapil
कपुर,Kapoor
कपुरचंद,kapoorchand
कपूर,Kapoor
कपूर,kapoor
कपूर,Kapur
कपूरचंद,kapoorchand
कप्रे,Kapre
कंबाईन,combine
कंबाईन्स,combine
कबिरिया,kabiriya
कबीर,kabir
कबुल,kabul
कबुली,confession
कबुली,Kabuli
कबुली,Kabuli
कबुलीजबाब,Confession
कबुलीजबाबा,baba
कबुलीजबाबा,kabulijababa
कबुलीजबाबाकरिता,confession
कबुलीजबाबाकरीता,For confession
कबुलीजबाबासाठी,for confession
कबुलीसाठी,kabuli sathi
कबूल,kabool
कबूली,kabuli
कमर,kamar
कमरुद्दीन,kamruddin
कमरूद्दीन,kamruddin
कमर्शिअल,commercial
कमर्शियल,commercial
कमल,Kamal
कमल,kamal
कमल,Kamal
कमल,Kamal
कमल,Kamal
कमल,kamal
कमलकिशोर,kamalkishore
कमलकुमार,kamal kumar
कमलजीत,kamal jeet
कमला,kamla
कमलाकर,Kamlakar
कमलाकर,Kamlakar
कमलाकांत,kamlakant
कमलादेवी,kamladevi
कमलाप्रसाद,kamalprasad
कमलाबाई,kamlabai
कमलाबेन,kamlaben
कमलेश,kamlesh
कमलेश,Kamlesh
कमलेश,Kamlesh
कमलेश,Kamlesh
कमळ,kamal
कमळया,kamlaya
कमळाकर,kamalakar
कमळापुरकर,kamlapurkar
कमळाबाई,kamlabai
कमळीबाई,kamli bai
कमळू,kamlu
कमांडर,commander
कमाल,kamal
कमिटी,committee
कमिशनर,Commissioner
कमिशनर,Commissioner
कमीटी,Committee
कमेटी,commitee
कम्बाईन्स,combines
कम्बोज,Kamboj
कम्युनिकेशन,communication
कयमल,kaymal
कयुम,kayum
कय्युम,kayyum
कर,tax
करकरे,Karkare
करकरे,karkare
करकेरा,Karkera
करगुटकर,kargutkar
करंजावणे,Karanjawane
करंजीवकर,karanjivkar
करंजुले,karanjule
करण,karan
करण,Karan
करण,karan
करणार,Will do
करणारे,Performers
करणे,To do
करणेसाठी,To do
करण्यास,Karanyaas
करण्यासाठी,to
करता,to do
करंदिकर,karindikar
करंदीकर,Karandikar
करंदीकर,Karandikar
करन,karan
करनानी,karnani
करम,karam
करमचंद,karamchand
करमचंदानी,karamchandani
करमन,Karman
करमन,Karman
करमन,karman
करमरकर,karamkar
करमशी,Karamshi
करमसी,Karamsi
करमाली,karmali
करवांडे,Karwande
करवालो,karvalo
करवीर,karveer
करसन,karsan
करसनदास,karsandas
करसनभाई,karsan bhai
कराड,karad
करानी,karani
करारी,karari
कराळे,Karale
कराळे,karli
करिता,For
करिम,karim
करिया,Karia
करिश्मा,karishma
करिष्मा,karishma
करीत,to do
करीता,Karita
करीम,kareem
करीम,Kareem
करीम,Kareem
करीमभाई,kareem bhai
करुणा,karunaa
करुणाकर,karunakar
करूणा,karuna
करोआ,Karoa
करोत्रा,karotra
करोलिया,karoliya
कर्ज,Debt
कर्जत,borrower
कर्जदार,borrower
कर्डेकर,Kardekar
कर्डेकर,Kardekar
कर्डेकर,kardekar
कर्णावत,karnavat
कर्णावत,Karnawat
कर्णिक,karnik
कर्णीक,karnik
कर्ती,karti
कर्ते,Karte
कर्नल,colonel
कर्नाटक्कचु,Karnatakkachu
कर्नाड,Karnad
कर्नाळा,karnala
कर्नावट,Karnavat
कर्पुर,Karpur
कर्पे,carpe
कर्पोरेशन,cooperation
कर्म,karm
कर्म,karm
कर्म,Karma
कर्वे,to do
कलम,kalam
कलवानी,Kalwani
कलवार,Kalawar
कलश,kalash
कला,kala
कलाबाई,kalabai
कलाबाई,kalabai
कलाम,kalam
कलावती,Kalawati
कलीम,kalim
कलोरे,kalore
कल्पक,kalpak
कल्पतरु,kalpataru
कल्पतरू,Kalpataru
कल्पतरू,Kalpataru
कल्पतरू,kalptaru
कल्पना,kalpana
कल्पना,Kalpana
कल्पना,Kalpana
कल्पना,Kalpna
कल्पवृक्ष,kalp vraksh
कल्पेश,Kalpesh
कल्पेश,Kalpesh
कल्पेश,Kalpesh
कल्याण,kalyan
कल्याणकर,kalyankar
कल्याणजी,kalyan ji
कल्याणजी,Kalyanji
कल्याणदास,kalyandas
कल्याणपूर,Kalyanpur
कल्याणी,Kalyani
कल्याणी,Kalyani
कल्याणी,Kalyani
कळंबे,kalambe
कळमकर,kalmakar
कळमकर,kamalkar
कळवा,kalwa
कवडे,kavde
कवळी,kavali
कवळे,Kavle
कवळे,Kavle
कवळे,kawle
कविता,Kavita
कविता,Kavita
कविता,Kavita
कवी,kavi
कशिवले,kashivale
कशिश,kashish
कशिष,kashish
कश्यप,Kashyap
कंसट्रक्शन,Construction
कंसट्रक्शन,Construction
कंसट्रक्शन,construction
कसबे,kasbe
कंसल,Kansal
कसाटा,kasata
कसात,Kasat
कंसारा,kansara
कसुंद्रा,Kasundra
कसेरा,Kesra
कंस्टिट्युट,constitute
कंस्टीटयुट,constitute
कस्ट्र,construction
कंस्ट्रकशन,construction
कस्ट्रक्शन,construction
कंस्ट्रक्शन,construction
कंस्ट्रक्शन,Construction
कंस्ट्रक्शन,Construction
कंस्ट्रक्शन,Construction
कंस्ट्रक्शनचे,construction
कंस्ट्रक्शनतर्फे,by construction
कंस्ट्रक्शनस,construction
कंस्ट्रक्शन्स,constructions
कस्तुरचंद,kastoorchand
कस्तुरबेन,kasturben
कस्तुरी,kasturi
काऊटाऊन,cow town
काक,Kak
काकड,kakad
काकडे,kakde
काकडे,kakde
काकड़े,Kakde
कांकरिया,Kankariya
कांकरिया,kankriya
कांकरीया,kankriya
काका,kaka
काकानी,kakani
काकोडकर,kakodkar
कागलवाला,kagalvala
काँगलुम,Conglum
कांगा,Kanga
कांचन,kanchan
काचवाला,kanchwala
कांचवाला,kanchwala
काजमी,Kazmi
काजरोळकर,kajrolkar
काजल,kajal
काजी,kaji
काजी,Kazi
कांजी,kanji
कांजीभाई,kanjibhai
काझी,Qazi
काझी,Qazi
काझी,Qazi
काटकर,katkar
काटकर,katkar
"काटकर,",katkar
काटे,kate
काटेकर,katekar
काठवले,kathvale
काठे,Kathe
काठोळे,kathole
कांडपिळे,kandpile
काणे,kane
कांत,kant
कातकरी,Katkari
कातकरी,katkari
कांता,kanta
कांताबाई,Kantabai
कांताबेन,kantabai
कातारे,katare
कांतिलाल,kantilal
कांती,Kanti
कांती,Kanti
कांती,kanti
कांतीभाई,kanti bhai
कांतीलाल,Kantilal
कांतीलाल,Kantilal
कांतीलाल,Kantilal
कांतीलाल,Kantilal
काते,kate
काथारा,katahara
काथावाला,kathawala
काथोड,cathode
काथोर,kathor
कादर,Kadar
कादर,kadar
कादरी,kadri
कांदळकर,kandalkar
कांदळगांवकर,Kandalgaonkar
कादिर,kadeer
कांदिवली,kandivali
कादीर,kadeer
कादीर,Kadir
कादीर,Kadir
कानकिया,kankiya
कानजी,Kanaji
कानजी,Kanaji
कानजी,kanji
कानजीभाई,kanjibhai
कानडे,kanade
कानसिंग,Kansingh
कानसिंह,kan singh
काना,Kana
काना,Kana
काना,kana
कानानी,Kanani
कानाबार,kanabar
कानिटकर,kanitakar
कानिटकर,Kanitkar
कानु,kanu
कानुगो,kanugo
कानुंगो,Kanungo
कांनुगो,kannugo
कानू,kanu
कानूनगो,Kanoongo
कानेटकर,Kanetkar
कान्हा,Kanha
कान्हु,kanha
कान्हु,Kanhu
कान्हू,Kanhu
कान्हू,kanhu
काप,kaap
कापडिया,kapdiya
कापडी,kapdi
कापडीया,kapdiya
कापसे,kapse
काबरा,kabra
क़ाबरिया,Kabariya
कांबरी,kambri
कांबली,Kambli
कांबळी,Kambhli
कांबळे,Kamble
कांबळे,Kamble
कांबळे,Kamble
कांबळे,Kumble
"कांबळे,",kamble
काबाडी,kabadi
काब्रा,kabra
कामगार,kamgaar
कामत,Kamat
कामत,Kamat
कामथ,Kamath
कामदार,kamdaar
कामधेनु,kamdhenu
कामधेनु,Kamdhenu
कामधेनु,kamdhenu
कामधेनू,kamdhenu
कामनवाला,kama vala
कामरान,kamran
कामा,kama
कामिनी,kamini
कामी,kami
कामीनी,kamini
कामेरकर,kamerkar
कायदा,kayda
कायदेशिर,Legal
कायदेशीर,legal
कायोमर्झ,kayomarjh
कार,car
कार,Kar
कारकेरा,Karkera
कारखानिस,karkhanis
कारखानीस,karkhanis
कारंडे,karande
कारडोजा,Kardoja
कारंत,Karanth
कारपोरेशन,corporation
कारभारी,steward
कारवा,karva
कारिया,kariya
कारीया,kariya
कारीसेरी,kareseri
कारेकर,karekar
कारोत्रा,karotra
कार्डीरो,kadinro
कार्तिक,Karthik
कार्तिक,kartik
कार्तिक्या,kartikya
कार्तीक,kartik
कार्निक,Karnik
कार्पाेरेशन,cooperation
कार्पेारेशन,cooperation
कार्पोरेशन,corporation
कार्पोरेशन,Corporation
कार्पोरेशनचे,corporation
कार्यकारी,The executive
कार्यालय,Office
कार्लेकर,Karlekar
कार्लेकर,karlekar
कालभोर,Kalbhor
कालरा,Kalra
कालरा,kalra
कालिदास,kalidas
कालिंदी,kalindi
काली,kali
कालीदास,kalidas
कालूराम,kaluram
कालेकर,kalekar
काळण,kalan
काळभोर,kalbhor
काळया,kalya
काळीराम,kaliram
काळु,kalu
काळुबाई,kalubai
काळुराम,Kaluram
काळुराम,Kaluram
काळुराम,Kaluram
काळुराम,kaluram
काळू,kalu
काळूबाई,kalu bai
काळूराम,Kaluram
काळूराम,kaluram
काळे,Kale
काळे,Kale
काळे,Kale
काळे,Kale
काळोखे,kalokhe
काळ्या,kalya
कावळे,kavle
कावस,kavas
कावा,kawa
कावेडी,kavedi
कावेरी,kaveri
काव्या,kavya
काशिद,kashid
काशिद,kashid
काशिनाथ,Kashinath
काशिनाथ,Kashinath
काशिनाथ,Kashinath
काशिनाथ,kashinath
काशिबाई,kashibai
काशिराम,Kashiram
काशिराम,Kashiram
काशिराम,kashiram
काशी,kashi
काशीकर,kashikar
काशीनाथ,kashinath
काशीबाई,kashi bai
काशीराम,Kashiram
काशीराम,kashiram
कासकर,kaskar
कासट,kasat
कासम,kasam
कासमअली,kasamali
कासमजी,kasamji
कासमानी,kasmani
कासमाली,Kasmali
कासले,kasle
कासार,kasar
कासाराम,Kasaram
कासारे,kasare
कासिम,kasim
कासी,Kasi
कासीम,kaseem
कासीम,kasim
कासीम,Kasim
कांहे,Kanhe
किंगस्टन,kingston
किंग्ज,kings
किंजल,kinjal
किणी,Kini
किनारिवाला,Kinariwala
किनारिवाला,Kinariwalla
किमतानी,kimtani
किमया,kimya
किरण,Kiran
किरण,Kiran
किरण,Kiran
किरण,Kiran
किरणकुमार,kiran kumar
किरणशिवाजीमांडे,Kiran Shivajimande
किरन,kiran
किरीट,Kirit
किरीटकुमार,kiritkumar
किर्तने,kirtane
किर्ती,Kirti
किर्तीकुमार,Kirtikumar
किर्तीभाई,kirti bhai
किर्लोस्कर,Kirloskar
किल्लेकर,killeker
किल्लेदार,killedar
किशन,Kishan
किशनकुमार,kishankumar
किशनचंद,Kishan Chand
किशनचंद,Kishan Chand
किशनचंद,kishanchand
किशनलाल,kishanlal
किशनसिंग,kisansingh
किशनानी,kishnani
किशीन,kishin
किशीनचंद,kishinchand
किशीनदास,Kisheendas
किशोर,Kishor
किशोर,Kishor
किशोर,Kishor
किशोर,kishore
किशोरकुमार,kishore kumar
किशोरचंद,kishorechand
किशोरचंद्र,kishore chandra
किशोरभाई,kishorebhai
किशोरी,kishori
किशोरीलाल,kishorilal
किशोरीलाल,kishorilal
किसन,Kisan
किसन,Kisan
किसन,Kisan
किसन,Kisan
किसन,Kishan
किसनराव,kisanrao
किसनलाल,kishanlal
किस्टोन,kistone
कीमार्कर,Kimarkar
कीर्ती,kirti
कीर्तीकुमार,kirti kumar
कीलचंद,Kilachand
कीस्टोन,Keystone
कुआज़ी,Quazi
कुकरेजा,Kukreja
कुकरेजा,Kukreja
कुक्कर,Kukkar
कुंगडा,kungda
कुंगले,kungle
कुंगळे,kungle
कुचिभोतला,Kuchibhotla
कुंज,Kunj
कुंज,Kunj
कुंज,kunj
कुंजबिहारी,kunjbihari
कुंजू,Kunju
कुटिन्हो,Coutinho
कुटीनो,kutino
कुटीन्हो,kutinho
कुटीर,kutir
कुटुंबाचा,Of the family
कुटे,where
कुंटे,Kunte
कुंटे,Kunte
कुंटे,kunte
कुट्टी,kutti
कुडके,kudke
कुडतरकर,kudtarkar
कुंडलिक,kundlik
कुंडलीक,kundlik
कुडव,kudav
कुडाळकर,spade
कुंडु,kundu
कुडू,kudu
कुंडे,Kunde
कुणाल,Kunal
कुणाल,Kunal
कुणाल,kunal
कुतुबुद्दीन,kutubuddin
कुंदन,Kundan
कुंदनमल,kundanmal
कुंदनानी,kundnani
कुंदर,Kundar
कुंदर,kundar
कुंदर,Kunder
कुदळे,kudle
कुंदा,kunda
कुंदा,kunda
कुंदाबाई,kundabai
कुद्दुस,Quddus
कुपर,kupar
कुंबरे,Kumbre
कुबल,kubal
कुंबले,Kumble
कुबेर,kuber
कुंभरे,Kumbhare
कुंभार,kumbhar
कुंभार,Kumbhar
कुंभार,Kumbhar
कुंभार,kunbhar
कुंभारे,kumbhare
कुमटा,Kumta
कुमान,Kuman
कुमार,kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमार,Kumar
कुमारन,kumaran
कुमारपाल,kumar pal
कुमारी,Kumari
कुमारी,kumari
कुमावत,kumavat
कुमु,Kumu
कुमुद,kumud
कुमुदिनी,kumudini
कुमू,kumu
कुम्पवत,Kumpawat
कुरणे,Kurne
कुरणे,Kurne
कुरणे,kurne
कुरविल्ला,kurvilla
कुरियन,Kurien
कुरीयन,kurian
कुरुप,Kurup
कुरुप,kurup
कुरुविल्ला,kuruvilla
कुरेशी,Qureshi
कुरेशी,Qureshi
कुरेशी,Qureshi
क़ुरेशी,qureshi
कुरैशी,Quereshi
कुरैशी,Qureshi
कुर्ला,kurla
कुर्ले,kurle
कुल,Kul
कुलअखत्यारी,Patriarch
कुलकणीर्,kulkanir
कुलकर्णी,Kulkarni
कुलकर्णी,Kulkarni
कुलकर्णी,Kulkarni
कुलकर्णी,Kulkarni
कुलकर्णी,Kulkarni
कुलकर्णी,Kulkarni
कुलकर्णी,Kulkarni
कुलकर्णी,Kulkarni
"कुलकर्णी,",Kulkarni
कुलदिप,kuldeep
कुलदीप,kuldeep
कुलबीर,kulbir
कुलमुखत्यार,Attorney general
कुलमुखत्यारधारक,Attorney General
कुलमुखत्यारपत्र,Power of attorney
कुलमुखत्यारी,Attorney general
कुलमुख्यतार,total attorney
कुलमुख्याधारक,Chieftain
कुलमूखात्यार,Kulmukhatyar
कुलवंत,kulwant
कुलश्रेष्ठ,Kulshreshtha
कुलसुम,kulsum
कुलस्वामिनी,kul swamini
कुलास,kulaas
कुलीन,kulin
कुळ,total
कुळअखत्यारी,Misdemeanor
कुळकर्णी,kulkari
कुळमुखत्यार,construction
कुळमुखत्यारधारक,Clan holder
कुळमुखत्यारी,clan
कुळे,kule
कुवरजी,kunwarji
कुंवरजी,kunwarji
कुवारी,kuwari
कुशल,kushal
कुशलराज,kushal raj
कुशवाह,kushwah
कुशवाहा,kushwah
कुशा,kunsa
कुशाबा,kusaba
कुशेंद्र,Kushendra
कुशेंद्र,Kushendra
कुष्णा,krishna
कुसुम,Kusum
कुसुम,Kusum
कुसुम,Kusum
कुसुमबाई,kusum bai
कुसुमबेन,kusum ben
कुसूम,kusum
कूकड़े,Kukde
कूक़याँ,Kukyan
कूमू,kumu
कृणाल,krunaal
कृपलानी,Kriplani
कृपा,Kripa
कृपा,Kripa
कृपा,Kripa
कृपाशंकर,kripa shankar
कृषी,krishi
कृष्ण,krishna
कृष्णकांत,Krishnakant
कृष्णकांत,Krishnakant
कृष्णकांत,krishnkant
कृष्णकुमार,krishna kumar
कृष्णकुमार,krishnkumar
कृष्णन,Krishnan
कृष्णन,Krishnan
कृष्णन,Krishnan
कृष्णन,krishnan
कृष्णनाथ,krishnanath
कृष्णमुर्ती,krishnamurti
कृष्णमूर्ति,Krishnamurthy
कृष्णराव,krishna rao
कृष्णराव,Krishna Rao
कृष्णराव,krishnrao
कृष्णलाल,krishn lal
कृष्णा,Krishna
कृष्णा,Krishna
कृष्णा,Krishna
कृष्णा,Krishna
कृष्णा,Krishna
कृष्णा,krishna
कृष्णाजी,Krishna Ji
कृष्णाजी,Krishna Ji
कृष्णाजी,krishnaji
कृष्णाजी,Krishnaji
कृष्णाजी,krishnaji
कृष्णानंद,krishnanand
कृष्णाबाई,Krishnabai
कॅथरीन,Catherine
कॅथलिक,catholic
कॅथॅलिक,catholic
कॅथॉलिक,catholic
कॅथोलीक,catholic
कॅनरा,canra
कॅपस्टोन,capstone
कॅपिटल,capital
कॅपीटल,capital
कॅप्टन,captain
कॅसल,castle
कॅसल,Kansal
कॅस्टल,castle
कॅस्टेलिनो,castellino
के,K
के,K
के,K
के,K
के.,K.
के.,K.
केअर,care
केकिन,kekin
केकी,keki
केकीन,kekin
केके,KK
केजरीवाल,kejriwal
केटी,keti
केडिया,Kedia
केडीया,Kediyaa
केणी,Kedi
केणी,Kedi
केणी,Kenny
केणे,Keno
केतकर,Ketkar
केतकर,ketkar
केतकी,ketki
केतन,Ketan
केतन,Ketan
केतन,Ketan
केतन,Ketan
केदार,kedar
केदार,Kedar
केदार,Kedar
केदारनाथ,kedarnath
केदारी,kedari
केदारे,kedare
केंद्र,centre
केन,Kane
केनिया,keniya
केबल,only
केंब्रे,Kembre
केम,came
केमिकल,chemical
केमिकल्स,chemicals
केमीकल्स,chemicals
केयुर,.keyur
केयूर,keyur
केरकर,kerkar
केरसी,kersi
केरु,keru
केलकर,Kelkar
केला,kela
केलेले,kelele
केलेल्या,kelelyaa
केळकर,Kelkar
केळकर,Kelkar
केळकर,Kelkar
केवनवारी,Kevanvaari
केवल,Kewal
केवलचंद,kewalchand
केवलराम,kewalram
केवलरामनी,Kewalramani
केवलरामानी,kevalramani
केविन,kavin
केशर,keshar
केशराव,keshavrao
केशरी,Keshari
केशरी,keshri
केशरीनाथ,keshrinath
केशरीमल,keshrimal
केशव,Keshav
केशव,Keshav
केशव,Keshav
केशव,Keshav
केशवकुमार,keshav kumar
केशवजी,keshavji
केशवदास,keshavdas
केशवन,keshvan
केशवराव,keshavrao
केशवलाल,keshavlal
केशवानी,keshvani
केसर,kesar
केसरकर,kesarkar
केसरकर,Kesarkar
केसरकर,Kesarkar
केसरवाणी,kesarvani
केसरी,kesari
केसरीनाथ,Kesarinath
केसरीनाथ,Keshrinath
केसरीमल,kesrimal
केसवानी,kesavani
केसुलाल,kesulal
कैतान,ketaan
कैयोमर्झ,Cayomerz
कैलाश,kailash
कैलास,Kailaash
कैलास,Kailas
कैलास,Kailas
कैलास,Kailas
कैलेश,kailash
कैसर,kesar
कॉटन,cotton
कॉन,con
कॉन,Construction
कॉन,Construction
कॉनकर्ड,concord
कॉनवुड,Conwood
कॉनवूड,conwood
कॉन्ट्रक्टर,contracter
कॉन्ट्रक्टर्स,constructs
कॉन्ट्रॅक्टर,contracter
कॉन्ट्रॅक्टर्स,contracters
कॉन्सीसीओ,Consecio
कॉन्सेप्ट,Concept
कॉन्सेप्ट,concept
कॉन्स्टीटयुट,constitute
कॉपोरेशन,cooperation
कॉपोर्रेशन,cooperation
कॉमर्स,commerce
कॉम्पलेक्स,complex
कॉम्प्लेक्स,comlplex
कॉरपोरेशन,co-operation
कॉर्नर,corner
कॉर्नेलियो,Cornelio
कॉर्प,corp.
कॉर्पाेरेशन,corporation
कॉर्पेरेशन,cooperation
कॉर्पेरंेशनचे,cooperation
कॉर्पेारेशन,cooperation
कॉर्पो,corpo
कॉर्पोरेट,cooperate
कॉर्पोरेशन,Corporation
कॉर्पोरेशन,Corporation
कॉर्पोरेशन,Corporation
कॉर्पोरेशन,Corporation
कॉर्पोरेशनचे,corporation
कॉलकॉन,colcon
कॉलनी,colony
कॉलनी,colony
कॉलम,Column
कॉसमॉस,cosmos
को,to
को-ऑप,co-operative
कोकण,konkan
कोंकण,konkan
कोकणे,kokne
कोकरे,Kokre
कोकरे,kokre
कोकाटे,kokante
कोकिला,kokila
कोकीला,kokila
कोगन्ति,Koganti
कोंगेरे,kongere
कोचर,Kochar
कोचर,kochar
कोचरेकर,Kocharekar
कोचरेकर,Kochrekar
कोट,coat
कोटक,kotak
कोटकर,kotkar
कोटवानी,kotwani
कोटा,kota
कोटियन,kotian
कोटियान,kotian
कोटीयन,Kotian
कोटेचा,Of quota
कोट्टाडीयल,kottadial
कोट्टाराक्कारा,Kottarakkara
कोठारी,Kothari
कोठारी,Kothari
कोठारी,Kothari
कोठारी,Kothari
कोठारी,Kothari
कोठारे,kothare
कोठावळे,kotavale
कोठेकर,Where
कोंडकर,kondkar
कोंड़के,Kondke
कोंडा,koda
कोंडाजी,kondaji
कोंडिबा,kondiba
कोंडीबा,condiba
कोंडीबा,Kondiba
कोडीया,kodiya
कोंडीराम,kodiram
कोंडीलकर,Kondilkar
कोंडु,kodu
कोंडु,kondu
कोंडू,kodu
कोंडे,kode
कोणार्क,konark
कोतवाल,kotwal
कोत्तर्य,Kottary
कोथाले,Kothale
कोदे,kode
कोन,cone
कोनकर,konkar
कोनार,konar
कोनार्क,konark
कोपरकर,koparkar
कोपीकर,kopikar
कोमल,komal
कोयलो,koylo
कोर,kaur
कोरगांवकर,Korgaonkar
कोरडीया,kordiya
कोरडे,korde
कोरस,kores
कोराडीया,koradiya
कोरिया,korea
कोरी,Kori
कोरीया,korea
कोरे,Corey
कोर्ट,court
कोर्पो,corpo
कोर्पोरेशन,cooperation
कोलगे,kolge
कोलते,kolte
कोलासो,colaso
कोलाह,kolah
कोलेकर,kolekar
कोल्हटकर,kolhatkar
कोल्हया,Kolhaya
कोल्हे,kolhe
कोळगे,coal
कोळंबे,kolambe
कोळवणकर,kolvankar
कोळी,Koli
कोळी,Koli
कोळी,Koli
कोळी,Spider
कोळेकर,kolekar
कोळेकर,kolekar
कोवान,Kowan
कोशी,koshi
कोश्लेय,Koshley
कोहली,Kohli
कोहले,Kohale
कोहारी,kohari
कोहिनुर,kohinoor
कोहिनूर,kohinoor
कौर,Kaur
कौर,Kaur
कौर,Kaur
कौर,Kaur
कौर,Kaur
कौल,Kaul
कौल,kaul
कौलचंद,kolchand
कौशल,koshal
कौशल्या,koushalya
कौशिक,koshik
कौशीक,kaushik
कौसर,kosar
कौस्तुभ,kaushtubh
क्न्स्ट्रक्शन्स,construction
क्यु,why
क्र,No.
क्र,No. or serial number
क्रं,Serial number
क्रमांक,serial no.
क्राऊन,crown
क्रांती,kranti
क्राफ्ट,craft
क्रास्टो,cresto
क्रिएटर्स,Creators
क्रिएटर्स,Creators
क्रिएटर्स,creators
क्रिएटिव्ह,creative
क्रिएटीव्ह,creative
क्रिएशन,creation
क्रिएशन्स,creations
क्रिपलानी,kiplani
क्रियटर्स,creators
क्रियाडो,Criado
क्रियेटीव,creative
क्रियेटीव्ह,creative
क्रिश,krish
क्रिशन,christian
क्रिष्णन,kishnan
क्रिष्णा,krishna
क्रिसेंट,cresent
क्रिस्टल,crystal
क्रिस्टीना,cristina
क्रिस्टोफर,Christopher
क्रीएशन्स,creation
क्रीश,krissh
क्रॅस्टो,cresto
क्रेडिट,credit
क्रेडीट,credit
क्रेसेंडो,Crescendo
क्रेस्ट,crest
क्लब,club
क्लार्क,Clark
क्लास,Class
क्लासिक,classic
क्लेमेंट,clement
क्लेरा,clera
क्लॉथ,cloth
क्वालिटी,quality
क्वालीटी,quality
क्विक,quick
क्वीन,queen
क्वॉलिटास,qualitas
क्षमा,sorry
क्षितिज,shitij
क्षितिजा,shitija
क्षितीज,shitij
क्षितीजा,shitija
क्षिरसागर,Shir Sagar
क्षिरसागर,Shir Sagar
क्षिरसागर,shirsagar
क्षिरसागर,shirsagar
क्षीरसागर,shirsagar
क्षीरसागर,Shrisagar
क्षेत्र,area
क्षेत्रपाल,Khetarpal
क्षेत्रविकास,Field development
खच्चर,Khachhar
खजिनदार,Treasurer
खजीनदार,khajindar
खटवानी,khatwani
खटाऊ,khatau
खटाव,khataav
खटावकर,khatavkar
खडकबाण,khadakban
खडसे,Khadse
खंडागळे,khandagle
खंडागळे,Khandagle
खंडागळे,khandakle
खंडारे,Khandare
खंडु,khandu
खंडु,Khandu
खंडू,Khandu
खंडू,Khandu
खंडू,khandu
खंडूजा,Khanduja
खडे,khade
खंडेराव,Khanderao
खंडेराव,khanderao
खंडेलवाल,Khandelwal
खंडेलवाल,khandelwal
खण्डार,Khandar
खतवानी,khatwani
खताळ,khatal
खतिजा,khatija
खतिब,khatib
खतीजा,khatija
खतीब,khitab
खत्री,Khatri
खत्री,Khatri
खत्री,Khatri
खंदारे,Khandare
खंदारे,Khandare
खंदारे,Khandare
खनोलकर,Khanolkar
खन्ना,Khanna
खन्ना,Khanna
खन्ना,Khanna
खन्ना,Khanna
खंबाटी,khanbati
खबाले,khabale
खरपुरिया,kharpuriya
खरबंदा,Kharbanda
खरबे,kharbe
खराडे,kharade
खरात,Kharat
खरीवले,khariwale
खरुडे,kharude
खरुडे,Kharude
खरुडे,kharude
खरे,khare
खर्दिया,Khardiya
खर्बे,kharbe
खलिल,khaleel
खलील,khaleel
खळदकर,khaldkar
खळे,khale
खाजा,khaja
खांडके,khandke
खाडीलकर,khadilkar
खाडे,khade
खांडेकर,khandekar
खातु,khatu
खातुन,khatun
खातू,khatu
खातून,khatoon
खाथिरिया,kathiriya
खान,Khan
खान,Khan
खान,Khan
खान,Khan
खान,Khan
खान,Khan
खानचंदानी,khanchandani
खानतर्फे,by khan
खानबंदे,khanbande
खानविलकर,khanvilkar
खानावकर,khanavkar
खानोलकर,Khanolkar
खानोलकर,khanolkar
खापरीदेव,khapri dev
खापरे,khapre
खांबित,khambit
