og_representation,mapping
ऑ सो,Operative Society
ओरलम,Orlem
ओशिवरा,Oshiwara
ओशिवरे,Oshiwara
इतर,Other
इतर,Other
इतर,Other
इतर,Other
इतर नाव,Other Information
इतर माहिती,Other Information
इतर माहिती,Other Information
इतर मी,Other Information
ओेवे,Owe
पी,P
पी,P
पी,P
पी,P
पॅलेस,Palace
पालघर,Palghar
पालघर,Palghar
पालघर,Palghar
पालघर,Palghar
पालघर,Palghar
पांचपाखाडी ठाणे,Panchapakhadi Thane
पांचपाखाडी,Panchpakhadi
पनवेल,Panvel
पनवेल,Panvel
पनवेल,Panvel
पनवेलजिल्हा,Panvel
पनवेल जि,Panvel District.
ऑप हाऊ,Panvel District. Raigarh
पनवेल जि,Panvel district
पनवेल पनवेल,Panvel district
पनवेलजि,Panvel District
हौसिंग सोसायटी,Panvel District Raigarh
पॅराडाईज,Paradise
परेल,Parel
एफ विंग,Parel Division
उत्तरेस,Park
पार्क,Park
पार्क,Park
पार्क,Park
पार्क,Park
पार्किंग,Parking
पार्किंग फि,Parking Space
वर्सोवा अंधेरी,Parking Space
पार्ले,Parle
भाग,part
भाग,part
स,Part
हिस्सा,Part
हिस्सा,Part
हिस्सा,Part
हिस्सा,Part
हिस्सा,Part
पटेल,Patel
भिवंडीजिल्हा ठाणे,Patharli
पाटील,Patil
तापेण,Pen
पेण,Pen
पेणकरपाडा,Penkarpada
पेणकरपाडा,Penkarpada
दरमहा,Per Month
दरमहा,Per Month
दरमहा,Per Month
कर्जत जि,Percentage Increase
फेज,Phase
फेज,Phase
फेस,Phase
फिनिक्स,Phoenix
फोनिक्स,Phoenix
पाईप,Pipe
पाईप लाईन,Pipeline
पिरॅमिल,Piramal
प्लाझा,Plaza
प्लाॅट,Plot
प्लॅाट,Plot
प्लॉट,Plot
प्लॉट,Plot
प्लॉट,Plot
प्लॉट,Plot
प्लॉट,Plot
प्लॉट,Plot
पैकी क्षेत्र,plot among
पैकी प्लॉट,plot among
आनंद नगर,Plot No
टक्के वाढ,Plot No
भाईंदर नगरपालीका,Plot No
पोईसर,Poisar
पोईसर बोरीवली,"Poisar, Borivali"
पोखरण,Pokhran
क्रॉस रोड,"Powai, Mumbai"
प्रिमाईसेस,Premises
प्रिमायसेस,Premises
प्रीमाईसीस,Premises
एन ए,Premises No
मिळकती र्सव्हे,presented income
प्राईड,Pride
प्राईड,Pride
प्रोजेक्ट,Project
बहादूर शास्त्री,Property No
प्रोविडन्स,Providence
एम जी,PS
आर,R
आर,R
आर,R
आर,R
आर,R
आर,R
रहेजा,Raheja
रायगड,Raigad
रायगड,Raigad
रायगड,Raigad
रायगड,Raigad
रायगड,Raigad
रायगड नं,Raigad area
तळमजला,Raigam
रायगडक्षेत्र,Raigarh
रेल्वे,Railway
तिसरा मजला,Railway Line
रेल्वे रेल्वे,railway line
रेल्वे लाईन,Railway Line
रेल्वेलाईन,Railway Line
राज,Raj
राजहंस,Rajhans
राम,Ram
रामलाल,Ramlal
रिजन्सी,Regency
पू,region
भुभाग,region
भुभाग,region
भुभाग,region
पैकी क्षेत्र,region among
पैकी पैकी,region among
यामधील क्र,regions in this
यामधील भुभाग,regions in this
रिन्युवल क्लॉज,Renewal Clause
भाडे,Rent
भाडे,Rent
भाडे,Rent
भाडे,Rent
भाडे,Rent
भाडे,Rent
भाडे रू,rent of rupees
निवास,Residence
रेसिडेन्सी,Residency
रेसीडेन्सी,Residency
निवासी,Resident
मिरा भाईंदर,Resident Apartment
रेसिडेंशीयल,Residential
मिळकत नं,Revenue Survey
मिळकती इस्टेट,Revenue Survey
रीड,Ridge
नदी,River
रीव्हर,River
रस्ता,Road
रस्ता,Road
रस्ता,Road
रस्ता,Road
रस्ता,Road
रेाड,Road
रोड,Road
रोड,Road
रोड,Road
रोड,Road
रोड,Road
रोड,Road
रोडभाईंदर,Road Bhayander
रूम,Room
गोरेगांव प,Room No
जिल्हा ठाणे,Room No
रोज,Rose
रॉयल,Royal
रु,Rs.
रु,Rs.
रु,Rs.
रु,Rs.
रु,Rs.
रु,Rs.
रुबी,Ruby
रुणवाल,Runwal
दुकान,rupees
मुदत,Rupees
रुपये,Rupees
रुपये,Rupees
रुपये,Rupees
एस,S
एस,S
एस,S
एस,S
एस,S
एस,S
एस,S
स,S.
स,S.
स,S.
स,S.
स,S.
सदन,Sadan
सदर,Sadar
सदर,Sadar
सदर,Sadar
सदर,Sadar
सदर,Sadar
सदर,Sadar
सागर,Sagar
साई,Sai
साई,Sai
साई,Sai
साई,Sai
साई,Sai
साठेकरार,Sale Agreement
समर्थ,Samarth
सांगर्ली,Sangarli
सानपाडा,Sanpada
संस्था,Sanstha
सांताक्रुझ,Santa Cruz
सांताक्रूझ,Santa Cruz
सांताक्रूझ,Santa Cruz
सफायर,Sapphire
सफायर,Sapphire
सरोजनी,Sarojini
सावरकर,Savarkar
स्किम,Scheme
स्कीम,Scheme
सीज़न्ज़,Seasons
दुसरा,2nd
दुसऱ्या,2nd
पहिला,2nd
दुसरा मजला,2nd floor
दुसरा सीमा,2nd floor
दुसऱ्या मजल्यावरील,2nd Floor
से,Sector
सेक्टर,Sector
सेक्टर नं,Sector No
शहा,Shah
शहापूर,Shahapur
अमृत शक्ती,Shakti
शंकर,Shankar
शांती,Shanti
स्वामी समर्थ,Shastri Marg
शिरगांव,Shirgaon
शिव,Shiv
शिवाजी,Shivaji
शॉप,shop
शॉप,Shop
सीमा,shop
दुकान क्र,Shop No
दुकान नं,Shop No
दुकान क्र,shop number
दुकान रू,shop number
शॉप मजला,shop number
सी टि,Shopping Centre
फूट,foot
श्री,Shri
श्री,Shri
श्री,Shri
श्री,Shri
महानगरपालीका उपविभागाचे,Shri Ganesh
सिध्दार्थ,Siddharth
सिध्दी,Siddhi
सिध्दीविनाकय,Siddhivinakaya
सिग्नेचर,Signature
सायन,Sion
आकार,Size
आकार,Size
आकार,Size
आकार,Size
आकार,Size
आकार,Size
गाळा,Slot
गाळा,Slot
गाळा,Slot
नं प्लाट,Society
यावरील,society
सोसा,Society
सोसायटी,Society
सोसायटी,Society
सोसायटी,Society
गाळा क्र,Society Limited
परेल डिव्हीजन,Society Limited
सो लि,Society Limited
सो लि,Society Limited
सो ली,Society Limited
सोसा लि,Society Limited
सोसा लि,Society Limited
प्लाट नं,Society Ltd
मजलाबी विंग,Society Ltd
विक्री क्षेत्र,Sold Area
सॉलिटेअर,Solitaire
सोपारा,Sopara
दक्षिण,South
दक्षिणेकडील,South
पश्चिम पश्चिम,South Mumbai
पश्चिम मुंबई,South Mumbai
पश्चिमेस रेल्वे,southern railway
स्प्लेनडोरा,Splendora
चौरस जमीन,Sq Feet
चौरस फूट,Sq Feet
चौ ऑप,Sq feet
चौ फुट,Sq feet
चौ फुट,Sq feet
चौ फूट,Sq feet
चौ फूट,Sq feet
चौ मजला,Sq feet
चौफूट,Sq feet
चौफूट,Sq feet
चौ फुट,Sq metre
चौ फुट,Sq metre
चौ मी,Sq metre
चौ मी,Sq metre
चौमी,Sq metre
चौमी,Sq metre
चौमी,Sq metre
चौमी,Sq metre
चौमी,Sq metre
चौमी,Sq metre
चौमीटर,Sq metre
तालुका अंबरनाथ,Sq metre
तालुका भिवंडी,Sq metre
चौमीबिल्टअप,Sq metre Built-Up Area
चौमीकारपेट,Sq metre Carpet
चौरस फुट,Sq Meter
चौ मीटर,Sq Meters
चौरस मजला,Sq Meters
चौ वरील,square feet
चौफुट उपविभागाचे,square feet built
चौफुट बांधीव,square feet built
चौफुट मुंबई,square feet built-up
चौफुट कारपेट,square feet carpet
चौफुट म्हणजेच,square feet carpet
चौफुट बांधीव,"square feet, meaning"
चौफुट म्हणजेच,"square feet, meaning"
सृष्टी,Srushti
ला,st
ला,st
ला सदनिका,st floor
सातवा मजला,Station Road
स्टील्ट,Steel
स्टिल्ट,Stilt
मजल्यांची क्र,storeyed building
स्ट्रीट,Street
उपविभागाचे,Sub-Division
उपविभागाचे,Sub-Division
उपविभागाचे,Sub-Division
उपविभागाचे,Sub-Division
उपविभागाचे नाव,Sub-Division Name
उपविभागाचे नाव,Sub-Division Name
उपविभागाचे नाव,Sub-Division Name
उपविभागाचे नाव,Sub-Division Name
अे विंग,Sub-Division No
सुधागड,Sudhagad
सुधागड,Sudhagad
सनसिटी,Sun City
सनराईज,Sunrise
माजीवडे ठाणे,Super Built-Up
सुपर बिल्टअप,Super built-up
क्रं,No
क्रं,No
जुना,Old
न,No
नविन,New
नवीन,New
बोरीवली,Borivali
भुमापन,Survey
भुमापन,Survey
मिळकती,Survey
र्सव्हे,Survey
र्सव्हे,Survey
र्सव्हे,Survey
र्सव्हे,Survey
र्सव्हे,Survey
र्सव्हे,Survey
र्सव्हे,Survey
स,Survey
स,Survey
स,Survey
सर्वे,Survey
सर्वे,Survey
सर्वे,Survey
सर्वे,Survey
सर्वे,Survey
सर्वे,Survey
सर्वे,Survey
सर्वे,Survey
सर्वे,Survey
सर्वे,Survey
सर्वे,Survey
सर्वे,Survey
सर्वे,Survey
सर्व्हे,Survey
सर्व्हे,Survey
सर्व्हे,Survey
सर्व्हे,survey
सर्व्हे/हिस्सा,Survey
सव्हेर्.,Survey
सि.टी.एस.,Survey
सिटी,Survey
सिटी,Survey
सव्हेर् सव्हेर्,Survey No
जुना सर्वे,Survey No
नविन सर्वे,Survey No
नवीन सर्वे,Survey No
भुमापन क्र,Survey No
मिळकती र्सव्हे,Survey No
येथील सर्वे,Survey No
येथील सर्वे,Survey No
येथील सर्व्हे,Survey No
र्सव्हे क्र,Survey No
र्सव्हे क्रं,Survey No
र्सव्हे क्रं,Survey No
र्सव्हे क्रं,Survey No
र्सव्हे क्रमांक,Survey No
र्सव्हे नं,Survey No
र्सव्हे भुभाग,Survey No
स न,Survey No
स न,Survey No
स नं,Survey No
स नं,Survey No
स मजला,Survey No
सर्वे क्र,Survey No
सर्वे नं,Survey No
सर्वे नं,Survey No
सर्वे नंबर,Survey No
सर्वे नंबर,Survey No
सर्व्हे नं,Survey No
सर्व्हे नं,Survey No
सर्व्हे नंबर,Survey No
सर्व्हे नंबर,Survey No
सर्व्हे/हिस्सा क्र,Survey No
सव्हेर्. नंबर,Survey No
सि.टी.एस. नंबर,Survey No
सिटी सर्वे,Survey No
सिटी सर्व्हे,Survey No
सर्व्हे नं,Suvery No
सर्व्हे नंबर,Suvery No
एस वी,SV
चौरस मीटर,SV
वीरा देसाई,Swami Samarth
सेा लि,Swami Vivekanand
सेासा लि,Swami Vivekanand
टी,T
टी,T
टी,T
टागार,Tagore
जमीन,Taluka
ता,Taluka
ता,Taluka
ता,Taluka
ता,Taluka
ता,Taluka
ता,Taluka
तालुका,Taluka
तालुका,Taluka
तालुका,Taluka
सो ली,Taluka Ambarnath
ता भिवंडी,Taluka Bhiwandi
तालुका विंग,Taluka Bhiwandi
सि टी,Taluka Bhiwandi
बील्डींग नं,Taluka Mahad
तामाणगांव,Taluka Mangaon
तामुरबाड,Taluka Murbad
ता जि,Taluka Panvel
तालुका क्षेत्र,Taluka Panvel
लोअर परेल,"Taluka Panvel, District Raigad"
टेंक,Tank
तारदेव,Tardeo
टेनन्ट,Tenant
मुदत,Term
मिळकतीचा,Income
विभागाचा,Divison
मुदत,Term
टेरेस,Terrace
टेरेस,Terrace
तालुक्,Taluka
ठाकुर,Thakur
ठाकुर,Thakur
ठाकूर,Thakur
कोऑप हौसिंग,Thakur Complex
ठाणे,Thane
ठाणे,Thane
ठाणे,Thane
ठाणे,Thane
ठाणे,Thane
ठाणे,Thane
माजिवडे ठाणे,Thane
जिठाणे,Thane District
द,The
वरील वरील,the above flat
तिसरा,3rd
तिसरा तिसरा,3rd floor
टिळक,Tilak
टिळकनगर,Tilaknagar
टिवरी,Tivari
दुसरा,to the east
पश्चिमेस,to the east
पश्चिमेस,to the east
उत्तरेस,to the north
उत्तरेस,to the north
चे,to the north
क्षेत्रफळ,to the south
दक्षिणेस,to the south
दक्षिणेस,to the south
दक्षिणेस,to the south
पश्चिमेस,to the west
एकुण,Total
बिल्टअप,total
एकुण मजले,Total Area
एकुण मिळकत,Total Area
एकूण क्षेत्रफळ,total area
एकूण क्षेत्रफळ,total area
एकूण हद्द,total area
एकुण क्षेत्रफळ,Total Floors
टॉवर,Tower
टॉवर,Tower
टॉवर,Tower
टॉवर,Tower
टॉवर,Tower
टॉवर्स,Towers
टाउन,Town
टीपीएस,TPS
बिल्डिंग नं,TS
लोकमान्य टिळक,TS
तुंगवा,Tungwa
टाईप,type
उलवे,Ulwe
उमरोळी,Umroli
बिनशेती मिळकत,Uncultivated Land
अविभक्त हिस्सा,Undivided Portion
युनिक,Unique
युनीक,Unique
युनिट,Unit
युनिट,Unit
युनीट,Unit
युनिट नाव,Unit No
एल बी,Unit No
अप,Up
उरण,Uran
व्ही,V
व्ही,V
व्ही,V
व्ही,V
चौथा मजला,V Road
वडवली,Vadavali
वैभव,Vaibhav
वॅली,Valley
व्हॅलि,Valley
वनश्री,Vanshree
वसई,Vasai
वसई,Vasai
वसई,Vasai
वसई,Vasai
वसई,Vasai
वसई,Vasai
वसईजि,Vasai
वसंत,Vasant
वाशी,Vashi
वीरा,Veera
वीरा देसाई,Veera Desai
श्री गणेश,Veera Desai
वर्सोवा,Versova
इंडस्ट्रियल इस्टेट,"Versova, Andheri"
व्ह्यु,View
विहार,Vihar
विजय,Vijay
विक्रोळी,Vikhroli
विले,Vile
विलेपार्ले,Vile Parle
चाळ नं,Vile Parle East
गाव,village
गाव,Village
गाव,Village
गावं,Village
गांव,Village
गांव,Village
गांव,Village
गांव,Village
गावाची,village
गावाचे,Village
ग्रामीण,Village
मौज्े,Village
म्हणजेच,village
विलेज,Village
व्हिलेज,Village
गाव बिल्टअप,village boundary
गाव श्री,village boundary
गावाची नं,village boundary
गावाची नं,village boundary
गावाची हद्द,village boundary
गावाची हद्द,village boundary
विनायक,Vinayak
विरार,Virar
विरार,Virar
नवघर वसई,Virar Sub-Division
विरगो,Virgo
विशाल,Vishal
विवेकानंद,Vivekanand
वाडा,Wada
वडाळा,Wadala
वाडी,Wadi
वालीव,Waliv
वार्ड,Ward
वॉर्ड,Ward
वॉर्ड,Ward
वॉर्ड,Ward
वॉर्ड,Ward
वॉर्ड,Ward
वॊर्ड,Ward
पवई मुं,Ward No
प,West
प,West
प,West
प,West
प,West
प,West
पश्चिमेकडील,West
वॅस्ट,West
वेस्ट्,West
गोरेगांव पू,West Mumbai
पश्चिम मुंबई,West Mumbai
पश्चिममुंबई,West Mumbai
विंग,wing
विंग,wing
विंग,wing
विंग,wing
विंग,wing
विंग,wing
विंगक्षेत्र,Wing Area
वरळी,Worli
एक्सक्वायर,X-squared
यशवंत,Yashwant
यशवंत,Yashwant
यशोबाळकृष्ण,Yeshabalkrishna
झेड,Z
झोन,Zone
उपविभाग क्र,Zone No
मधील,","
येथील,","
ज्याचा,","
यापैकी,","
ह्या,","
मध्ये,","
या,","
वरील,","
गृहसंकुलातील,","
पुनर्रपरवानगी नुसार,","
पैकी,","
नाव,Name
चौ,Sq
टाइप,Type
पहिला मजला,1st Floor
पहिला मजला,1st Floor
सदनिका क्रमांक,Apartment Number
भवानी पेठ,Bhavani Peth
ब्लॉक नं,Block No
बुधवार पेठ,Budhwar Peth
इमारतीचे नाव,Building Name
बिल्डींग नं,Building No
बिल्डिंग नं,Building No
हवेली क्र,Bungalow No
सी सी,Cc
चिंचवड महानगरपालिका,Chinchwad Municipal Corporation
को ऑप,Co-Operative
को ऑप,Co-Operative
सहकारी गृहरचना,Co-Operative Housing
सहकारी गृह,Co-Operative Housing
सहकारी गृहरचना,Co-Operative Housing
कोऑप हौसिंग,Co-Operative Housing
कोऑप हौ,Co-Operative Housing
सिटी एस,Cts
सिटी एस,Cts
सीटी स,Cts
सिटीएस नंबर,Cts Number
सिटीएस नंबर,Cts Number
विकसन करारनामा,Development Agreement
जिल्हा पुणे,District Pune
जि पुणे,District Pune
दस्त क्र,Document No
दस्त नं,Document No
दस्त क्र,Document No
फ्लॅट नं,Flat No
फलॅट नं,Flat No
सदनिका नं,Flat No
माळा नं,Floor No
नं जी,NO G
गाळा नं,Gala No
गट नं,Gat No
ग. नं.,Gat No
ग्रा पं,Gram Panchayat
ग्रामपंचायत मिळकत,Gram Panchayat Income
तळ मजला,Ground Floor
हिल व्ह्यु,Hill View
हिंगणे खुर्द,Hingne Khurd
हि नं,Hissa No
घर नं,House No
हाऊस नं,House No
गृह रचना,Housing
हौ सोसा,Housing Society
हौ सोसा,Housing Society
गृहरचना संस्था,Housing Society
गृह रचना,Housing Society
हौसिंग सोसायटी,Housing Society
हौ सोस,Housing Society
हौसिंग सोसायटी,Housing Society
गृहरचना संस्था,Housing Society
कोंढवे बुदु्क,Kondhwa Budruk
कोंढवा खुर्द,Kondhwa Khurd
कोथरुड पुणे,"Kothrud, Pune"
मुख्य रस्त्यावरील,Main Road
एम सी,Mc
मी बिल्टअप,Metre
नगरविकास मंत्रालय,Ministry Of Urban Development
महानगर पालिका,Municipal Corporation
मनपा मिळकत,Municipal Corporation Income
नाना पेठ,Nana Peth
नारायण पेठ,Narayan Peth
राष्ट्रीय महामार्गावरील,National Highway
नवी पेठ,Navi Peth
नवरत्न एक्झोटीका,Navratna Exotica
नवीन सर्वे,New Survey
नवीन स,New Survey
नविन स,New Survey
नविन सनं,New Survey
ऑफिस नं,Office No
कार पार्क,Park
फेज 1,Phase 1
फेज 2,Phase 2
फेज II,Phase 2
पिंपळे गुरव,Pimple Gurav
पिंपळे निलख,Pimple Nalakh
पिंपळे सौदागर,Pimple Saudagar
पिं चिं,Pimpri Chinchwad
पिंपरी चिंचवड,Pimpri Chinchwad
पिंपरी चिंचवड,Pimpri Chinchwad
फ्लॅट नं,Plot No
प्लॉट नं,Plot No
फ्लॅट क्रमांक,Plot Number
खाजगी प्लॉट,Private Plot
पुणे मनपा,Pune Municipal Corporation
पुणे महानगरपालिका,Pune Municipal Corporation
पुणे महानगरपालिका,Pune Municipal Corporation
रोड नं,Road No
रो हाऊस,Row House
सदाशिव पेठ,Sadashiv Peth
साई इनक्लेव्ह,Sai Enclave
दुसरा मजला,2nd  Floor
सेक्टर नं,Sector No
दुकान नं,Shop No
शॉप नं,Shop No
शुक्रवार पेठ,Shukravar Peth
रचना संस्था,Society
सोसा लि,Society Ltd
चौ फुट,Sq Foot
चौ फुट,Sq Foot
चौ फूट,Sq Foot
चौफूट बिल्टअप,Sq Foot
चौफुट कारपेट,Sq Foot Carpet
चौ मी,Sq Metre
चौ मी,Sq Metre
चौ मि,Sq Metre
चौरस मीटर,Sq Metre
चौ मीटर,Sq Metre
चौमी बिल्टअप,Sq Metre
चौरस फुट,Square Foot
चौरस मीटर,Square Metre
सर्व्हे नं,Survey No
र्सव्हे नं,Survey No
सव्हेर् नंबर,Survey Number
सव्हेर् नंबर,Survey Number
तालुका हवेली,Taluka Haveli
टॉवर नं,Tower No
युनिट नं,Unit No
उरुळी देवाची,Uruli Devachi
वडगांव बु,Vadgaon Budruk
वडगाव बुद्रुक,Vadgaon Budruk
गाव मौजे,Village
गांव मौजे,Village
गांव मोैजे,Village
मौजे औंध,Village Aundh
मौजे बालेवाडी,Village Balewadi
मौजे हडपसर,Village Hadapsar
मौजे हिंगणे,Village Hingne
मौजे कोंढवा,Village Kondhwa
मौजे मोशी,Village Moshi
मौजे पिंपळे,Village Pimple
मौजे पिंपरी,Village Pimpri
मौजे सांगवी,Village Sangvi
मौजे वडगांव,Village Vadgaon
मौजे येरवडा,Village Yerawada
वडगाव शेरी,Wadgaon Sheri
मिळकतीवर बांधलेल्या इमारतीमधील,","
हा या करारनाम्याचा वीषय आहे,","
यावरील,","
बांधण्यात येत असलेल्या,","
या नावाने असलेल्या,","
मिळकतीचे वर्णन,","
यावर चालु असलेल्या,","
नावाचे बांधकाम संकुलातील,","
यांचे समाईक नावावरील,","
ही या करारनाम्याचा विषय आहे,","
यामधील,","
वरील,","
या जागेवर बांधत असलेल्या,","
त्यावरील बांधकाम,","
त्यावरील असणारी,","
येथिल जमिन,","
या मिळकतीवर बांधलेली,","
हा या दस्ताचा विषय असे,","
या जमीन मिळकतीवर बांधलेल्या,","
पुढीलप्रमाणे,","
या इमारती,","
या गहाणखाचा विषय आहे,","
खरेदी देत असलेले,","
अशा या मिळकतीचे,","
या मिळकतिवरिल,","
त्यावरील इले मोटार विदयुत कनेक्शन पाईपलाईन,","
5 पैसे हिस्सा यासह,","
खरेदी घेतलेल्या,","
हा या दस्ताचा विषय आहे,","
यामधील,","
या मिळकतीवर बांधण्यात येत असलेल्या,","
बांधण्यात येत असलेल्या,","
या मिळकतीवर बांधत असलेला,","
रस्त्यावरील मालमत्ता,","
मिळकती गहाणखताचा विषय असे,","
या नावाने बांधकाम करीत असलेल्या,","
पुढील प्रमाणे,","
या मिळकती वर बांधण्यात येणाऱ्या,","
या नावाने ओळखल्या जाणा-,","
बांधकाम असलेल्या इमारतीमधील,","
बांधकाम असलेली वर बांाधलेल्या,","
वर वर्णन केलेल्या,","
आमचे मालकीचे सामाईकातील,","
हा या बक्षिसपत्राचा मुख्य विषय आहे,","
लिहून देणार यांना कोर्ट हुकूमनाम्याप्रमाणे वाटपाने मिळालेले संपूर्ण,","
म़़़़़़़़़़़़धील,","
यामधील लिहुन देणार यांचा असलेला संपुर्ण अविभक्त हिस्सा,","
मिळकती पैकी हक्कसोडपत्र लिहून देणार हिश्श्यावर आणेवारी प्रमाणे येणारे संपूर्ण क्षेत्र हक्कसोड पत्रान्वे देण्याचे आहे.,","
सहकर्जदार यांचे मालकीचे क्षेत्र,","
या मिळकतीवर बांधकाम करण्यात आलेल्या,","
यावरील प्रथम यानिवासी गृहप्रकल्पातील,","
चार आणे हिश्याचे संपुर्ण जमीनीचे विनाताबा साठेखत करुन दिले,","
हा या बक्षिसपत्राचा मुख्य विषय आहे,","
प्लॉटमध्ये,","
या जागेत बांधत असलेल्या,","
हा या खरेदीखताचा विषय आहे,","
या बांधकाम योजनेतील,","
या मिळकतीवर बांधण्यात येत असलेल्या,","
या दस्तान्वये विकला,","
यावर चालु असलेल्या,","
नावाच्या बांधकाम संकुलातील,","
त्यातील,","
त्यासोबतचे,","
लिहुन देणार यांचेमध्\u200dये,","
लिहुन घेणार,","
करारमध्ये नमूद केल्याप्रमाणे,","
मिळकतीवरील वारसा हक्क सोडुन दिला असे,","
या मिळकतीवरील क्षेत्रावर बांधकाम करीत असलेल्या,","
हा या दस्ताचा विषय आहे,","
असून लिहून देणार यांचे क्षेत्रापैकी,","
लिहून देणार यांचे मालकी,","
बाजुने करण्याचे हक्कासह असे,","
या मिळकतीवर बांधण्यात येत असलेल्या,","
त्यामधील,","
या मिळकतीपैकी लिहून देणार,","
या करारनाम्याचा विषय असे,","
खरेदी देण्याचे ठरविले असे,","
"यांचे मालकीचे, ही मिळकत",","
प्रमाणे,","
या मिळकती संदर्भात नोंदलेले,","
नोंदविला असून,","
दस्तामध्ये मिळकतीचे,","
लिहून घेणार यांस खरेदी दिलेले,","
यांना खरेदी देत असलेले,","
यांच्या क्षेत्रापैकी लिहून घेणार,","
यापैकी लिहून देणार,","
लिहून देणार यांच्या मालकीचे,","
खरेदी देत असलेले,","
अविभक्त हिश्यापैकी,","
मधील,","
येथील,","
ज्याचा,","
यापैकी,","
ह्या,","
मध्ये,","
या मिळकतीवरील,","
वरील,","
गृहसंकुलातील,","
पुनर्रपरवानगी नुसार,","
पैकी,","
यासी,","
म्हणजेच,","
यांसी,","
नुसार,","
यावर बांधण्यात आलेल्या,","
या योजनेतील,","
व,","
या इमारतीमधील,","
या मिळकतीवर असलेल्या,","
बांधण्यात आलेल्या,","
रोजी,","
चे,","
योजनेमधील,","
मुशु वसुल केला आहे,","
या मिळकतीवर बांधण्यात येणाऱ्या,","
या नावाने ओळखल्या जाणाऱ्या इमारतीमधील,","
या मिळकतीवर बांधलेल्या,","
या नावाने ओळखल्या जाणा-या,","
बांधकाम करण्यात येत असलेल्या,","
सह,","
खरेदी देत असलेले,","
असे,","
मध्दे आहे,","
शिवाय,","
तसेच पोट,","
तसेच,","
या मिळकतीमध्ये बांधलेल्या,","
यावर बांधण्यात येत असलेल्या,","
वर बांधलेल्या,","
यावर बांधण्यात येणा-या,","
या गृहप्रकल्पातील,","
सरकार दफ्तरी नोंद झालेली अशी,","
त्यापुढील,","
बांधलेलेया,","
या मिळकतीबाबत घोषणापत्र,","
या नावाने ओळखल्या जाणाऱ्या ,","
या नावाच्या इमारतीमधील ,","
बांधकाम करण्यात आलेल्या,","
या गहाणखताचा मुख्य विषय असे,","
हद्दीतील,","
मिळकती,","
नव्या इमारतीपैकी,","
या मिळकतीवर,","
वाहिवाटीचे खरेदी लिहून देत असलेले,","
यावर बांधलेल्या,","
या एकत्रित बांधण्यात येणाया,","
मिळकतीतील,","
प्रकल्पातील,","
इमारतीपैकी ,","
सदर मिळकत,","
मिळकतीच्या,","
धारकाला वापरण्याच्या हक्कासह,","
प्रमाणे,","
या मिळकतीतील,","
या मिळ्कतीवर बांधलेल्या,","
लिहुन देणार यांच्या मालकीचे,","
एकुण क्षेत्रापैकी खरेदी देत असलेले,","
येथे,","
या मिळकपैकी लिहुन देणार,","
यांचे खरेदी मालकीचे,","
प्रस्तुतचे लिहून देणार,","
येथिल,","
मान्यता देणार यांच्या,","
पैकी,","
वाटणीस आलेल्या,","
वारसामालकी हक्काच,","
क्षेत्रापैकी,","
या मिळकत,","
जमीनीपैकी,","
तुम्हांस,","
उर्वरित क्षेत्रमौजे,","
लिहून देणार यांचे मालकीचे,","
लिहून,","
देणार,","
यांचे,","
मालकीचे,","
हददीबाहेरील,","
हि मिळकत तारण दिली असे,","
दगड विट सिमेंट वर पत्रा शौचालयासह,","
यावर बांधलेली इमारत,","
येथील जमिन मिळकत,","
मध्ये बांधलेल्या,","
इतर माहिती,","
या योजनेतील,","
यावर बांधण्यात आलेल्या,","
वरील इमारतीमधील,","
गावठाण सोडुन उर्वरित भुखंड,","
या मिळकतीचे,","
या ठीकाणी,","
बक्षीस म्हणुन दिलेली आहे,","
यासी आकार,","
यावर बांधलेल्या,","
त्यापैकी तुम्हांस दयावयाचे माझे,","
या नावाने ओळखल्या जाणा-या इमारतीतील,","
पैकी जमीन पूर्व बाजूकडील,","
दगड विट सिमेंट,","
पत्रा शौचालयासह,","
येथील मिळकत,","
या इमारतीतील तळमजल्यातील,","
दस्तात लिहील्याप्रमाणे,","
दस्तात नमूद केल्याप्रमाणे,","
दस्तात नमुद केल्याप्रमाणे,","
बखळ जागा,","
खरेदीखताचा विषय आहे,","
लिहून देणार,","
यांचे मालकीची आहे,","
मिळकत,","
खरेदीखताचा,","
म्हणजेच,","
यांसी आकार,","
लिहुन देणार,","
मिळकतीवर बांधण्यात आलेल्या,","
मिळकतीवर,","
बांधण्यात,","
आलेल्या,","
इतर माहिती,","
येथील शेतजमीन,","
कोंढव्याचे वाढीव,","
हददीतील उर्वरित क्षेत्र,","
हददीतील उर्वरित,","
अन्वये नोंफी व मुशु वसुल केला आहे,","
आहे,","
उर्वरित,","
विभागाचे नाव,","
उपविभागाचे नाव,","
मधील,","
यांनी एकूण यावर बांधण्यात,","
यांसी एकूण,","
या गॄहप्रकल्पातील,","
यापैकी,","
देण्याचे,","
हिश्याचे,","
प्रभावक्षेत्र,","
जमीनीचा अधिक बांधकामाचा,","
या मिळकतीवर बांधण्यात येणाऱ्या,","
या मिळकतीवर बांधण्यात,","
"रस्त्यालगत या लिव्ह अ‍ॅण्ड लायसन्स रद्द लेखाचा विषय असलेले   व यामधील विहिर भाडे पाण्यातील प्रतीदिन उपलब्धतेप्रमाणे पाणी घेण्याचा हक्क अधिकार या लिव्ह अ‍ॅण्ड लायसन्स ने कारारनामा रद्द चा विषय आहे.
",","
