og_representation,mapping
गुंदवली गुंदवली,Gundvali
गुंदवली गुंदवली,Gundvali
"गुंदवली""",Gundvali
"गुंदवली""",Gundvali
गुंगवाडा,Gungaonda
गुंज,Gunj
गुंजीस,Gunj
गुंजाळवाडी,Gunjalwadi
गुंजाळवाडी (आर्वी),Gunjalwadi ( Arvi )
गुंजाळवाडी (बेल्हे),Gunjalwadi ( Belhe )
गुंजाळवाडी आर्वी,Gunjalwadi Arvi
गुंजवणे,Gunjane
गुंजवणे2)गुंजवणे,Gunjane
गुंजवणे2)गुंजवणे3)गुंजवणे4)गुंजवणे5)गुंजवणे6)गुंजवणे7)गुंजवणे8)गुंजवणे9)गुंजवणे10)गुंजवणे1गुंजवणे12)गुंजवणे13)गुंजवणे14)गुंजवणे,Gunjane
गुणवडी,Gunvadi
गुणवडी2)गुणवडी,Gunvadi
गुणवडी2)गुणवडी3)गुणवडी,Gunvadi
गुणवडी2)गुणवडी3)गुणवडी4)गुणवडी,Gunvadi
गुणवडी2)बारामती शहर3)मळद,"Gunvadi , Baramti City , Malad"
गुणवडी2)बारामती ग्रामिण,"Gunvadi , Baramti Rural"
गुणवडी2)डोर्लेवाडी,"Gunvadi , Dorlewadi"
गुणवडी2)सणसर3)निंबोडी,"Gunvadi , Sansar , Nimbodi"
गुनवडी,Gunwadi
गुरवली,Guravali
गुऱ्होळी,Gurholi
Village Name Guruvar Peth,Guruwar Peth
गुरूवार पेठ,Guruwar Peth
&nbsp &nbsp गुरूवार पेठ,Guruwar Peth
गुरूवार पेठ2)गुरूवार पेठ,Guruwar Peth
गुरूवार पेठ2)गुलटेकडी,"Guruwar Peth , Gultekdi"
गुरूवार पेठ2)हडपसर,"Guruwar Peth , Hadpasar"
घुणकी,Guunki
Village Name Hadapasar,Hadapsar
हडपसर 2) हडपसर 3) हडपसर 4) हडपसर,Hadapsar
हडपसर 2) हडपसर,Hadapsar
&nbsp &nbsp हडपसर,Hadapsar
हडपसर,Hadapsar
हडपसर 2) फुरसुंगी,"Hadapsar , Fursungi"
हडपसर 2) पाषाण,"Hadapsar , Pashan"
हाडे,Hade
हडकणी,Hadkani
हडलगे,Hadlage
हडपसर2)वानवडी3)हडपसर,Hadpasar
हडपसर2)हडपसर3)नाना पेठ4)पुणे कॅन्टोमेंट एरिया5)भवानी पेठ,Hadpasar
हडपसर2)हडपसर3)हडपसर,Hadpasar
हडपसर2)औताडे हाडेवाडी,"Hadpasar , Autade Hadewadi"
हडपसर2)भोसरी,"Hadpasar , Bhosari"
हडपसर2)फुरसुंगी,"Hadpasar , Fursungi"
हडपसर 2) कदमवाकवस्ती,"Hadpasar , Kadamvakvasti"
हडपसर2)कदमवाकवस्ती,"Hadpasar , Kadamvakvasti"
हडपसर2)कुंजीरवाडी,"Hadpasar , Kunjirwadi"
हडपसर2)मांजरी बुद्रुक,"Hadpasar , Manjri Budruk"
हडपसर2)मुंढवा,"Hadpasar , Mundhava"
हडपसर2)नाना पेठ3)हडपसर,"Hadpasar , Nanapeth , Hadpasar"
हडपसर2)हडपसर,"Hadpasar , Nanapeth , Pune Contanment Area , Bhavani Peth"
हडपसर2)नायगांव3)हडपसर4)मांजरी बुद्रुक5)नायगांव6)भावडी,"Hadpasar , Naygaon , Hadpasar , Manjri , Budruk , Bhavdi"
हडपसर2)वडकी,"Hadpasar , Vanvadi"
हाडशी,Hadshi
हाडशी2)हाडशी,Hadshi
हगारेवाडी,Hagarewadi
हगारेवाडी2)हगारेवाडी3)हगारेवाडी4)हगारेवाडी,Hagarewadi
हाजगोळी,Hajgoli
हाजगोळी बुद्रूक,Hajgoli Budruk
हाजगोळी खुर्द,Hajgoli Khurd
हाल,Hal
हाळ,hal
हाल बुद्रुक,Hal Budruk
हाळखुर्द,Hal Khurd
हाळ बु.,Hala Budruk
हळदपाडा,Haladapada
हळदवणे कोंड,Haladavane Kond
हळदी,Haladi
हळदवडे,Haladwade
हलसवडे,Halaswade
हळदुले,Haldule
हळदुळे,Haldule
हालेवाडी,Halewadi
हालिवली,Halivali
हलकर्णी,Halkarni
हल्लारवाडी,Hallarwadi
हाळोली,Haloli
हालोली,Haloli
हालोंडी,Halondi
हमरापुर,hamarapur
हांबीरे,Hambire
हमिदवाडा,Hamidwada
हमरापूर,Hamrapur
हणबरवाडी,Hanbarwadi
हडसर,Handalwadi
हंडाळवाडी2)बोरीपार्धी,Handalwadi
हंडाळवाडी2)हंडाळवाडी3)हंडाळवाडी4)हंडाळवाडी,Handalwadi
हंडाळवाडी2)पाटिल निंबाळकर वस्ती,"Handalwadi , Boripardhi"
हंडाळवाडी,"Handalwadi , Dhumli Chamla"
हंडाळवाडी2)धुमळीचामळा,"Handalwadi , Patil Nimbalkar Vasti"
हांदेवाडी,Handewadi
हंेदवली,Handewali
हनिमनाळ,Hanimanal
हणमंते,Hanmante
हणमंतवाडी,Hanmantwadi
हनुमान कोळीवाडा,Hanuman Kolivada
हनुमान नगर,Hanuman Nagar
हनुमान गाव,Hanuman village
हनुमाननगर,hanumananagar
हनुमानपाडा,Hanumanapada
हाफिजखार,Haphijakhar
हापुसबाग,Hapusbag
हरकोल कोंड,Harakol Kond
हरकोलकोंड,harakolakond
हरळी बुद्रुक,Harali Budruk
हरळी खुर्द,Harali Khurd
हरणवाडी (प्रभाव क्षेत्र),Haranawadi Prabhav Kshetra
हरनेरी,Haraneri
हेरे,Hare
हरगुडे,Hargude
हरगुडे2)हरगुडे,Hargude
हरगुडे2)हरगुडे3)हरगुडे,Hargude
हरीग्राम,Harigram
हरिग्राम,harigrama
हरिश्चंद्र पिंपळे,Harishchandar Pimpale
हरिश्चंंंंद्र पिंपळे,Harishchandar Pimpale
हरिश्चंद्री,Harishchandri
हरिश्चंद्री2)हरिश्चंद्री,Harishchandri
हरिश्चंद्री2)कापुरव्होळ,"Harishchandri , Kapurvhol"
हरियाली,Hariyali
हरकोल,Harkol
हरनारी,Harnari
हार्णस,Harnas
हार्णस2)हार्णस3)हार्णस,Harnas
हर्णी,Harni
हर्णी2)हर्णी3)हर्णी,Harni
हर्णी2)हर्णी3)हर्णी4)हर्णी,Harni
हर्णी2)हर्णी3)हर्णी4)हर्णी5)हर्णी6)हर्णी7)हर्णी8)हर्णी9)हर्णी10)हर्णी1हर्णी12)हर्णी13)हर्णी14)हर्णी15)हर्णी,Harni
हरोली,Haroli
हारूर,Haror
हरोसाले,Harosale
हरपवडे,Harpawade
हारपूड,Harpud
हारुगडेवाडी,Harugadewadi
हरवंडी,Harvandi
हरवित,Harvit
हरवीत,Harvit
हसणे,hasane
हाशिवरे,Hashivare
हसूर,Hasur
हसूर बुद्रुक,Hasur Budruk
हसुर दुमाला,Hasur Dumala
हसूर खुर्द,Hasur Khurd
हसूर - सासगिरी,Hasur Sasgiri
हसूरचंपू,Hasurchampu
हसूरवाडी,Hasurwadi
हातणे,Hatane
हातनोली,Hatanoli
हातनोली तर्फे वनखळ,Hatanoli Tarf Vanakhal
हतबन,Hatban
हातेरी,Hateri
हातकणंगले,Hatkanangle
हातकेली,Hatkeli
हातनोशी,Hatnoshi
हातनोशी2)हातनोशी,Hatnoshi
हातोडे,Hatode
हातोंड,Hatonda
हात्तिवडे,Hattiwade
हातवळण,Hatvalan
हातवळण2)हातवळण,Hatvalan
हातवळण2)हातवळण3)हातवळण,Hatvalan
हातवळन,Hatvalan
हातवळण2)बोरीपार्धी,"Hatvalan , Boripardhi"
हातवळण2)वरवंड,"Hatvalan , Varvand"
हातवे बुद्रुक,Hatve Budruk
हातवे बुद्रुक2)हातवे बुद्रुक,Hatve Budruk
हातवे बुद्रुक2)हातवे बुद्रुक3)हातवे बुद्रुक,Hatve Budruk
हातवे खुर्द,Hatve Khurd
हातवे खुर्द2)हातवे खुर्द,Hatve Khurd
हातवे खुर्द2)हातवे खुर्द3)हातवे खुर्द4)हातवे खुर्द5)हातवे खुर्द,Hatve Khurd
हातवे खुर्द2)हातवे खुर्द3)हातवे खुर्द4)हातवे खुर्द5)हातवे खुर्द6)हातवे खुर्द,Hatve Khurd
हातवीज,Hatvij
हावरे,Havare
हेब्बाळ कसबा नूल,Hebabal Kasaba Nul
हेदली,hedali
हेदवडे,Hedavade
हेदवी,hedavi
हेद्रुज,Hedruj
हेद्रुज2)हेद्रुज,Hedruj
हेद्रुज2)हेद्रुज3)हेद्रुज4)हेद्रुज5)हेद्रुज,Hedruj
हेदुटणे,Hedutane
हेदवडे,Hedvade
हेदवली,Hedvali
हेमनगर,Hemanagar
हेंदवली,hendavali
हेरवाड,Herawad
हेरले,Herle
हेटवणे,Hetavane
हिडंशी,Hidanshi
हिडंशी2)हिडंशी3)हिडंशी4)हिडंशी,Hidanshi
हिडदूगी,Hidugi
हिगंळुद,Higamlud
हिगोंरे,Higonre
हिंडगांव,Hindgao
हिंगळुद,hingalud
हिंगणगांव,Hingangaon
हिंगणगांव2)कांंडलगाव,"Hingangaon , Kandalgaon"
हिंगणगांव (शिंदेवाडी),Hingangaon (Shindewadi)
&nbsp &nbsp हिंगणगांव (शिंदेवाडी),Hingangaon (Shindewadi)
&nbsp &nbsp हिंगणे खुर्द,Hingne Khurd
हिंगणे खुर्द,Hingne Khurd
हिंगणे खुर्द2)हिंगणे खुर्द,Hingne Khurd
हिंगणे खुर्द2)हिंगणे खुर्द3)हिंगणे खुर्द4)हिंगणे खुर्द5)हिंगणे खुर्द6)हिंगणे खुर्द7)हिंगणे खुर्द8)हिंगणे खुर्द,Hingne Khurd
हिंगणे खुर्द2)खेडशिवापूर,"Hingne Khurd , Khedshivapur"
हिंगणे खुर्द2)कुडजे,"Hingne Khurd , Kudje"
हिंगणे खुर्द 2) वडगांव बुद्रुक,"Hingne Khurd , Wadgaon Budruk"
Village Name Hingane Bu A (ma.karve Nagara),Hingne(Karve Nagar)
&nbsp &nbsp हिंगणे बु ाा (म.कर्वे नगर),Hingne(Karve Nagar)
हिंगणे बु ाा (म.कर्वे नगर),Hingne(Karve Nagar)
हिंगणेवाडी,Hingnewadi
हिंगणी बेर्डी,Hingni Berdi
हिंगणी बेर्डी2)खोर,"Hingni Berdi , Khor"
हिंजवडी,Hinjvadi
हिंजवडी2)हिंजवडी,Hinjvadi
हिंजवडी2)हिंजवडी3)हिंजवडी4)हिंजवडी5)हिंजवडी6)हिंजवडी7)हिंजवडी8)हिंजवडी9)हिंजवडी10)हिंजवडी,Hinjvadi
हिंजवडी2)पिरंगुट,"Hinjvadi , Pirangut"
हिरडपाडा,Hiradapada
हिराडपाडा,Hiradapada
हिरवे,Hirave
हिरवडे दुमाला,Hirawade Dumilla
हिरवडे खालसा,Hirawade Khalsa
हिर्डी,Hirde
हिरडी,Hirdi
हिरेघर,hireghar
हीरेघर,Hireghar
हिरलगे,Hirlage
हिरपोडी,Hirpodi
हिरपोडी2)हिरपोडी,Hirpodi
हिटणी,Hitani
हिव,HIV
हीव,Hiv
हिवाळी,Hivali
हिवरे तर्फे नारायणगाव,Hivare Tarf Narayangao
हिवरे,Hivre
हिवरे2)हिवरे,Hivre
हिवरे2)हिवरे3)हिवरे,Hivre
हिवरे2)हिवरे3)हिवरे4)हिवरे,Hivre
हिवरे2)हिवरे3)हिवरे4)हिवरे5)हिवरे,Hivre
हिवरे बुद्रुक,Hivre Budruk
हिवरे तर्फे मिन्हेर,Hivre By Minher
हिवरे तर्फे नारायणगांव,Hivre By Narayangaon
हिवरे खुर्द,Hivre Khurd
हिवरे खुर्द2)हिवरे खुर्द,Hivre Khurd
हिवरे खुर्द2)हिवरे खुर्द3)हिरडी4)हिवरे खुर्द5)हिवरे खुर्द6)हिवरे खुर्द7)हिवरे खुर्द8)हिवरे खुर्द9)हिवरे खुर्द10)हिवरे खुर्द1हिवरे खुर्द12)हिवरे खुर्द13)हिवरे खुर्द14)हिवरे खुर्द,Hivre Khurd
हिवरे खुर्द2)हिवरे खुर्द3)हिवरे खुर्द4)हिवरे खुर्द,Hivre Khurd
हिवरे खुर्द2)हिवरे खुर्द3)हिवरे खुर्द4)हिवरे खुर्द5)हिवरे खुर्द,Hivre Khurd
हिंगणीगाडा,Hngnigada
हिंगणीगाडा2)हिंगणीगाडा,Hngnigada
होडगांव,hodagao
होडगाव,Hodagaon
होडखाड,hodakhad
होळ,Hol
होळ 2)होळ,Hol
होळ 2)करंजे,"Hol , Karanje"
होळ 2)सदोबाचीवाडी,"Hol , Sadobachiwadi"
होळ 2)सस्तेवाडी,"Hol , Sastewadi"
होलेवाडी,Holewadi
होलेवाडी2)होलेवाडी,Holewadi
होलेवाडी2)होलेवाडी3)होलेवाडी,Holewadi
होलेवाडी2)होलेवाडी3)होलेवाडी4)होलेवाडी,Holewadi
होलेवाडी2)होलेवाडी3)होलेवाडी4)होलेवाडी5)होलेवाडी,Holewadi
हेळेवाडी,Holewadi
होलेवाडी2)जैदवाडी3)राक्षेवाडी,"Holewadi , Jedwadi , Rakshewadi"
होलेवाडी2)मांजरेवाडी,"Holewadi , Manjarewadi"
होलीव,Holiv
होळकरवाडी,Holkarwadi
होळकरवाडी 2) होळकरवाडी 3) होळकरवाडी,Holkarwadi
&nbsp &nbsp होळकरवाडी,Holkarwadi
होळकरवाडी2)उरळी देवाची,Holkarwadi
होळकरवाडी2)होळकरवाडी,Holkarwadi
होळकरवाडी2)होळकरवाडी3)होळकरवाडी,Holkarwadi
होळकरवाडी2)औताडे हाडेवाडी,"Holkarwadi , Autade Hadewadi"
होळकरवाडी2)हडपसर,"Holkarwadi , Hadpasar"
होळकरवाडी2)महंमदवाडी,"Holkarwadi , Mohammed Wadi"
होनाड,Honad
होनेवाडी,Honewadi
होन्याळी,Honyali
होराळे,Horale
होसूर,Hosur
होतले,Hotle
होतले2)होतले3)होतले,Hotle
हेब्बाळ - जलदयाळ,Hubbal Jaldayal
हुलावळेवाडी,Hulavlewadi
हुलावळेवाडी2)हुलावळेवाडी3)हुलावळेवाडी,Hulavlewadi
हुंबरी,humbari
हुंबवली,Humbawali
हुमगाव,Humgaon
हुनरवेली,Hunaraveli
हुंदळेवाडी,Hundlewadi
हुनगिनहाळ,Hunginhal
हुपरी,Hupari
हुर्डी,Hurdi
ईभाडपाडा,Ibhadapada
इब्राहिमपुर,Ibrahimpur
इचकेवाडी,Ichakewadi
इचकेवाडी2)इचकेवाडी3)इचकेवाडी4)इचकेवाडी,Ichakewadi
इचकेवाडी2)इचकेवाडी3)इचकेवाडी4)इचकेवाडी5)इचकेवाडी,Ichakewadi
इचकेवाडी2)कवठे,"Ichakewadi , Kavathe"
इदगाव,Idagaon
इदगांव,Idagaon
इदरगुच्ची,Idarguchhi
इजोली,Ijoli
इळणे,ilane
इलठन,Ilthan
इल्थान,Ilthan
इनाम कोळींद्रे,Inam Kolindre
इनाम म्हाळुंगे,Inam Mhalunge
इनाम सावर्डे,Inam Savarde
इनामपांगारी,inamapangari
इनामगांव,Inamgaon
इनामगांव2)इनामगांव,Inamgaon
इनामगांव2)इनामगांव3)इनामगांव,Inamgaon
इनामगांव2)इनामगांव3)इनामगांव4)इनामगांव,Inamgaon
इनामगांव2)इनामगांव3)इनामगांव4)इनामगांव5)इनामगांव,Inamgaon
तांदळी2)तांदळी3)तांदळी,Inamgaon
इनामगांव2)गणेगांव दुमाला,"Inamgaon , Ganegaon Dumala"
इनामगांव2)कारेगांव,"Inamgaon , Karegaon"
इनामगांव2)इनामगांव3)मांडवगण फराटा4)मांडवगण फराटा,"Inamgaon , Mandavgan Farata"
इनामगांव2)मांडवगण फराटा,"Inamgaon , Mandavgan Farata"
इनामगांव2)इनामगांव3)इनामगांव4)शिरुर न.पा.,"Inamgaon , Shirur"
इनामगांव2)तांदळी,"Inamgaon , Tandali"
इनामगांव2)तांदळी3)गणेगांव दुमाला,"Inamgaon , Tandali , Ganegaon Dumala"
इंचनाळ,Inchal
इंदगाव,Indagaon
इंदगांव,Indagaon
इंदापुर ग्रामिण,Indapur
इंदापुर ग्रामिण2)इंदापुर ग्रामिण,Indapur
इंदापूर,Indapur
इंदापूर,Indapur
इंदापुर ग्रामिण2)पडस्थळ,"Indapur ,"
इंदापुर ग्रामिण2)अवसरी,"Indapur , Avasari"
इंदापुर ग्रामिण2)अवसरी3)वेडसिंगे,"Indapur , Avasari , Vedsinge"
इंदापुर ग्रामिण2)भांडगांव3)इंदापुर ग्रामिण,"Indapur , Bhadgaon , Indapur"
इंदापुर ग्रामिण2)गलांडवाडी-1,"Indapur , Galandwadi"
इंदापुर ग्रामिण2)गलांडवाडी-2,"Indapur , Galandwadi"
इंदापुर ग्रामिण2)नरंगवाडी,"Indapur , Galandwadi"
इंदापुर ग्रामिण2)लाखेवाडी,"Indapur , Lakhewadi"
इंदापुर ग्रामिण2)माळवाडी,"Indapur , Malwadi"
इंदापुर ग्रामिण2)पळसदेव,"Indapur , Palasdev"
इंदापुर ग्रामिण2)इंदापुर ग्रामिण3)रेडा,"Indapur , Reda"
इंदापुर ग्रामिण2)वरकुटे खुर्द3)निमगाव केतकी,"Indapur , Varkute Khurd , Nimgaon Ketki"
इंदापुर नगरपालिका,Indapur Municipality
इंदापुर नगरपालिका2)इंदापुर नगरपालिका3)इंदापुर नगरपालिका,Indapur Municipality
इंदापुर नगरपालिका2)आंथुर्णे,"Indapur Municipality , Athurne"
इंदापुर नगरपालिका2)माळवाडी,"Indapur Municipality , Malwadi"
इंदापुर ग्रामिण2)नरूटवाडी3)गलांडवाडी-2,"Indapur,Narutwadi , Galandwadi"
इंदे,Inde
इंद्रनगर,indranagar
इंद्रपै,indrapai
इंद्र्पै,indrapai
इंदूरी,Induri
इंदूरी2)इंदूरी,Induri
इंदूरी2)नाणेली तर्फे चाकण,Induri
इंगवली,Ingavali
इंगवली2)इंगवली,Ingavali
इंगवली2)इंगवली3)इंगवली,Ingavali
इंगवली2)इंगवली3)इंगवली4)इंगवली,Ingavali
इंगळूण,Inglun
इंगळून,Inglun
इंजिवली,injivali
इंजोळे,Injole
इंजवली,Injvali
इसांबे,Isambe
ईसांबे,Isambe
इसापूर,Isapur
इस्मालिया,Ismaliya
इस्पुर्ली,Ispurli
इताडे,itade
ईताडे,Itade
इटे,Ite
जाबुर्डे,jaburde
जाचकवस्ती,Jachkavasti
जाचकवस्ती2)जाचकवस्ती,Jachkavasti
जाचकवस्ती2)सणसर,"Jachkavasti , Sansar"
जाचकवस्ती2)वरकुटे बुद्रुक,"Jachkavasti , Varkute Budruk"
जडई,Jadai
जाधववाडी,Jadhavwadi
जाधववाडी2)जाधववाडी3)जाधववाडी,Jadhavwadi
जाधववाडी2)कोळंबी,"Jadhavwadi , Kolumbi"
जाधववाडी (बोरी बुद्रुक),Jadhavwadi ( Bori Budruk )
जाधेवाडी,Jadhewadi
जागेवडी,Jagewadi
जाफळे,Jagfale
जैन्याळ,Jainyal
जयसिंगपूर,Jaisingpur
जैतापुर,Jaitapur
जाखले,Jakhale
जखेवाडी,Jakhewadi
जक्कनहट्टी,Jakkanhatti
जालगांव,jalagao
जलसार,Jalasar
जलसारंग,jalasarang
जळशी,Jalashi
जाळे,Jale
जळगांव क.प.,Jalgaon
जळगांव क.प.2)जळगांव क.प.,Jalgaon
जळगांव क.प.2)माळवाडी,"Jalgaon , Malwadi"
जळगांव क.प.2)सायंबाची वाडी3)जळकेवाडी4)भिलारवाडी5)मुढाऴे,"Jalgaon , Saybachi , Bhilarwadi , Mudhale"
जळगांव सुपे,Jalgaon Supe
जळगांव सुपे2)जळगांव सुपे,Jalgaon Supe
जळगांव सुपे2)जळगांव सुपे3)जळगांव सुपे,Jalgaon Supe
जळकेवाडी,Jalkewadi
जळकेवाडी2)जळकेवाडी,Jalkewadi
जळकेवाडी2)येळेवस्ती,"Jalkewadi , Yelevasti"
जळोची,Jalochi
जळोची2)जळोची,Jalochi
जळोची2)जळोची3)जळोची,Jalochi
जळोची2)जळोवी,Jalochi
जळोची2)जळोची3)वंजारवाडी,"Jalochi , Banjarwadi"
जळोची2)जळोची3)जळोची4)जळोची5)जळोची,"Jalochi , Baramti City"
जळोची2)जळोची3)बारामती शहर,"Jalochi , Baramti City"
जळोची2)बारामती शहर,"Jalochi , Baramti City"
जळोची2)बारामती ग्रामिण,"Jalochi , Baramti Rural"
जळोची2)बारामती ग्रामिण3)बारामती ग्रामिण,"Jalochi , Baramti Rural"
जळोची2)बारामती ग्रामिण3)जळोची4)सावळ,"Jalochi , Baramti Rural , Jalochi , Saval"
जळोची2)डोर्लेवाडी,"Jalochi , Dorlewadi"
जळोची2)गुणवडी,"Jalochi , Gunvadi"
जळोची2)गुणवडी3)पिंपळी,"Jalochi , Gunvadi , Pimpli"
जळोची2)कन्हेरी,"Jalochi , Kanheri"
जळोची2)कन्हेरी3)सावळ,"Jalochi , Kanheri , Saval"
जळोची2)माळेगांव बुद्रुक,"Jalochi , Malegaon Budruk"
जळोची2)मेडद,"Jalochi , Medad"
जळोची2)मेखळी,"Jalochi , Mekhli"
जळोची2)रूई,"Jalochi , Rui"
जळोची2)शिसुफळ,"Jalochi , Shisufal"
जळोची2)सोनगांव,"Jalochi , Songaon"
जळोची2)तांदुळवाडी,"Jalochi , Tandulwadi"
जळोची2)उंबरवाडी,"Jalochi , Umbarwadi"
जळोची2)वंजारवाडी,"Jalochi , Vanjarwadi"
जळोवी,Jalovi
जळोवी2)जळोवी,Jalovi
जळोवी2)जळोची,"Jalovi , Jalochi"
जळोवी2)लोणी भापकर,"Jalovi , Loni Bhapkar"
जळोवी2)सायंबाची वाडी,"Jalovi , Saybachi Wadi"
जळवाई,Jalvai
जळवंडी,Jalvandi
जांभा,Jamabha
जंाभा,Jamabha
जमाभोशी,Jamabhoshi
जंाभोशी,Jamabhoshi
जामगांव,jamagao
जामगे,jamage
जामघर,Jamaghar
जामसई (वांद्री प्रकल्प),Jamasai Vandri Prakalp
जामशेत,Jamashet
जामसूद,jamasud
जांब,Jamb
जांबरे,Jambare
जांबरुंग ठाकुरवाडी,jambarunga thakuravadi
जांबे,Jambe
जांबे2)जांबे,Jambe
जांबे2)जांबे3)जांबे,Jambe
जांबे2)जांबे3)जांबे4)जांबे5)जांबे6)जांबे,Jambe
जांभा,Jambha
जांभळे,Jambhale
जांभळी,Jambhali
&nbsp &nbsp जांभळी,Jambhali
जांभळी2)जांभळी,Jambhali
जांभळी2)जांभळी3)जांभळी,Jambhali
जांभळी2)जांभळी3)जांभळी4)जांभळी,Jambhali
जांभळी2)जांभळी3)जांभळी4)जांभळी5)जांभळी6)जांभळी,Jambhali
जांभवली,Jambhali
जांभारी,jambhari
जांभे,Jambhe
जांभीळघर,Jambhilaghar
जांभिवली,Jambhivali
जांभिवली तर्फे बोरेटी,Jambhivali Tarf Boreti
जांभिवली तर्फे छत्तीशी,Jambhivali Tarf Chattishi
जांभिवली तर्फे खंबाळे,Jambhivali Tarf Khambale
जांभिवली तर्फे कुंदे,Jambhivali Tarf Kunde
जांभिवलीत तर्फे कुंदे,Jambhivali Tarf Kunde
जांभिवली तर्फे वनखळ,Jambhivali Tarf Vanakhal
जांभोरी,Jambhori
जांभोशी,jambhosi
जांभुडवाड,Jambhudavad
जांभुळ,Jambhul
जांभुळ2)जांभुळ,Jambhul
जांभुळ2)जांभुळ3)जांभुळ,Jambhul
जांभुळ,jambhul
जांंंंभुळ,Jambhula
जांभूळ,Jambhula
जांभूळ मोहिली,Jambhula Mohili
जांभुळपाडा,Jambhulapada
जांभुळटेप,Jambhulatep
जांभुळवाड,jambhulavad
जांभुळगाव,Jambhulgaon
जंाभूगाव,Jambhulgaon
जांभुळणे,Jambhulne
जांभुळपट,Jambhulpat
जांभुळपट (पिंपरी पेंढार),Jambhulpat ( Pimpri Pendhar )
जांभूळशी,Jambhulshi
जांभुळवाडी,Jambhulwadi
&nbsp &nbsp जांभुळवाडी,Jambhulwadi
जांभूळवाडी,Jambhulwadi
जांबूर,Jambhur
जांभुर्डे,Jambhurde
जांभवडे,Jambhvade
जांबुत,Jambut
जांबुत2)जांबुत,Jambut
जांबुत2)जांबुत3)जांबुत,Jambut
जांबुत2)जांबुत3)जांबुत4)जांबुत,Jambut
जांबुत2)जांबुत3)जांबुत4)जांबुत5)जांबुत,Jambut
जांबुत2)जांबुत3)जांबुत4)जांबुत5)जांबुत6)जांबुत,Jambut
जांबुत2)जांबुत3)जांबुत4)जांबुत5)जांबुत6)जांबुत7)जांबुत8)जांबुत,Jambut
जांबुत2)चांडोह,"Jambut , Chandoh"
जामगांव,Jamgaon
जामगांव2)जामगांव,Jamgaon
जामगांव2)जामगांव3)जामगांव,Jamgaon
जामगाव,Jamgaon
जामगांव2)विठ्ठलवाडी3)कोंढावळे,"Jamgaon , Vithhalwadi , Kondhavle"
जांमरूंग,jammarung
जमृतखार,jamrtakhar
जामरुंग,Jamrung
जामसर,Jamsar
जानसई,janasai
जानवळ,Janaval
जानवळे,janavale
जानबाची (वाडी),Janbachi ( Wadi )
जांबरुंग,Janbarung
जंगमहट्टी,Jangamhatti
जंगमवाडी,Jangamwadi
जराडवाडी,Jaradwadi
जराडवाडी2)उंडवडी क.प.,"Jaradwadi , Undvadi"
जरळी,Jarali
जरंडी,jarandi
जारंडी,Jarandi
जराडवाडी2)जराडवाडी,Jarawadi
जराडवाडी2)जराडवाडी3)जराडवाडी4)जराडवाडी5)जराडवाडी6)जराडवाडी7)जराडवाडी,Jarawadi
जरगी,Jargi
जारकरवाडी,Jarkarwadi
जारकरवाडी2)पारगांव तर्फे अवसरी बुद्रुक,"Jarkarwadi , Pargaon By Avsari Budruk"
जासई,Jasai
जासईजासई,Jasaijasai
जसखार,Jasakhar
जसवली,Jasavali
जाताडे,Jatade
जातेड,Jated
जातेगांव बुद्रुक,Jategaon Budruk
जातेगांव बुद्रुक2)जातेगांव बुद्रुक,Jategaon Budruk
जातेगांव बुद्रुक2)पिंपळे जगताप,"Jategaon Budruk , Pimple Jagtap"
जातेगांव बुद्रुक2)शिक्रापुर,"Jategaon Budruk , Shikrapur"
जातेगांव खर्द,Jategaon Khurd
जातेगांव खर्द2)जातेगांव खर्द3)जातेगांव खर्द,Jategaon Khurd
जातेगांव खुर्द,Jategaon Khurd
जठारवाडी,Jatharwadi
जट्टेवाडी,Jattavadi
जऊळके बुद्रुक,Jaulake Budruk
जऊळके बुद्रुक2)जऊळके बुद्रुक,Jaulake Budruk
जऊळके बुद्रुक2)जऊळके बुद्रुक3)जऊळके बुद्रुक,Jaulake Budruk
जऊळके बुद्रुक2)जऊळके बुद्रुक3)जऊळके बुद्रुक4)जऊळके बुद्रुक5)जऊळके बुद्रुक,Jaulake Budruk
जऊळके बुद्रुक2)जऊळके बुद्रुक3)जऊळके बुद्रुक4)जऊळके बुद्रुक5)जऊळके बुद्रुक6)जऊळके बुद्रुक7)जऊळके बुद्रुक,Jaulake Budruk
जऊळके खुर्द,Jaulake Khurd
जऊळके खुर्द2)जऊळके खुर्द3)जऊळके खुर्द4)जऊळके खुर्द5)जऊळके खुर्द6)जऊळके खुर्द7)जऊळके खुर्द8)जऊळके खुर्द9)जऊळके खुर्द10)जऊळके खुर्द1जऊळके खुर्द12)जऊळके खुर्द13)जऊळके खुर्द14)जऊळके खुर्द,Jaulake Khurd
जैनापूर,Jaunpur
जैताळ,Jautal
जावजी बुवाची वाडी,Javachi Buvachi Wadi
जावाजीबुवाची वाडी,Javachi Buvachi Wadi
जावजी बुवाची वाडी2)कामठवाडी,"Javachi Buvachi Wadi , Kamath Wadi"
जवळ,Javal
जवळ2)जवळ,Javal
जवळ2)जवळ3)जवळ4)जवळ,Javal
जवळ2)जवळ3)जवळ4)जवळ5)जवळ,Javal
जवळ2)जवळ3)जवळ4)जवळ5)जवळ6)जवळ7)जवळ,Javal
जावळी गावठाण,Javale Gaothan
जावळी,Javali
जावटे,Javate
जावटेजावटे,Javate
जावेळ,Javel
जावेळे,javele
